Departamento de residencia,Causa de muerte,Total,Hombres,Mujeres,Anio,Código CIE-10
Peten,Tumor maligno del hígado y de las vías biliares intrahepáticas,27,7,20,13,C22
Peten,"Neumonía bacteriana, no clasificada en otra parte",24,11,13,13,J15
Peten,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",140,78,62,13,R00 - R99
Peten,Otras causas,762,413,349,13,Otras causas
Izabal,Todas las causas,1948,1164,784,13,Todas las causas
Izabal,"Agresión con disparo de otras armas de fuego, y las no especificadas",214,185,29,13,X95
Izabal,Infarto agudo del miocardio,179,105,74,13,I21
Izabal,"Diabetes mellitus, no especificada",116,34,82,13,E14
Izabal,"Neumonía, organismo no especificado",102,59,43,13,J18
Izabal,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",90,77,13,13,V89
Izabal,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",55,30,25,13,I64
Izabal,Diarrea y gastroenteritis de presunto origen infeccioso,54,29,25,13,A09
Izabal,Fibrosis y cirrosis del hígado,50,28,22,13,K74
Izabal,Exposición a factores no especificados,50,35,15,13,X59
Izabal,Insuficiencia cardíaca,37,19,18,13,I50
Izabal,Tumor maligno del estómago,36,15,21,13,C16
Izabal,Insuficiencia renal no especificada,36,22,14,13,N19
Izabal,Otras enfermedades del sistema digestivo,30,18,12,13,K92
Izabal,Otras septicemias,28,17,11,13,A41
Izabal,Tumor maligno del hígado y de las vías biliares intrahepáticas,24,11,13,13,C22
Izabal,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",165,83,82,13,R00 - R99
Izabal,Otras causas,682,397,285,13,Otras causas
Zacapa,Todas las causas,1391,773,618,13,Todas las causas
Zacapa,Infarto agudo del miocardio,229,114,115,13,I21
Zacapa,"Agresión con disparo de otras armas de fuego, y las no especificadas",134,118,16,13,X95
Zacapa,"Diabetes mellitus, no especificada",75,24,51,13,E14
Zacapa,Exposición a factores no especificados,62,46,16,13,X59
Zacapa,"Neumonía, organismo no especificado",60,31,29,13,J18
Zacapa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",47,17,30,13,I64
Zacapa,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",37,31,6,13,V89
Zacapa,Tumor maligno del estómago,36,17,19,13,C16
Zacapa,Insuficiencia renal crónica,33,14,19,13,N18
Zacapa,Insuficiencia cardíaca,30,15,15,13,I50
Zacapa,Otras enfermedades cerebrovasculares,28,14,14,13,I67
Zacapa,Tumor maligno del hígado y de las vías biliares intrahepáticas,27,7,20,13,C22
Zacapa,Diabetes mellitus no insulinodependiente,27,6,21,13,E11
Zacapa,Fibrosis y cirrosis del hígado,21,16,5,13,K74
Zacapa,Otras enfermedades pulmonares obstructivas crónicas,19,10,9,13,J44
Zacapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",22,17,5,13,R00 - R99
Zacapa,Otras causas,504,276,228,13,Otras causas
Chiquimula,Todas las causas,2095,1178,917,13,Todas las causas
Chiquimula,"Neumonía, organismo no especificado",217,110,107,13,J18
Chiquimula,Infarto agudo del miocardio,208,116,92,13,I21
Chiquimula,"Disparo de otras armas de fuego, y las no especificadas",181,162,19,13,W34
Chiquimula,Insuficiencia cardíaca,118,50,68,13,I50
Chiquimula,"Diabetes mellitus, no especificada",92,27,65,13,E14
Chiquimula,Exposición a factores no especificados,74,62,12,13,X59
Chiquimula,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",67,28,39,13,I64
Chiquimula,Tumor maligno del estómago,58,28,30,13,C16
Chiquimula,"Contacto traumático con cuchillo, espada, daga o puñal",45,40,5,13,W26
Chiquimula,Diarrea y gastroenteritis de presunto origen infeccioso,41,21,20,13,A09
Chiquimula,Fibrosis y cirrosis del hígado,35,19,16,13,K74
Chiquimula,"Agresión con disparo de otras armas de fuego, y las no especificadas",33,32,1,13,X95
Chiquimula,Otras septicemias,31,15,16,13,A41
Chiquimula,Tumor maligno del hígado y de las vías biliares intrahepáticas,31,17,14,13,C22
Chiquimula,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",28,24,4,13,V89
Chiquimula,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",87,40,47,13,R00 - R99
Chiquimula,Otras causas,749,387,362,13,Otras causas
Jalapa,Todas las causas,1714,961,753,13,Todas las causas
Jalapa,"Neumonía, organismo no especificado",216,122,94,13,J18
Jalapa,Infarto agudo del miocardio,197,110,87,13,I21
Jalapa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",125,59,66,13,I64
Jalapa,"Diabetes mellitus, no especificada",79,28,51,13,E14
Jalapa,"Agresión con disparo de otras armas de fuego, y las no especificadas",74,66,8,13,X95
Jalapa,Diarrea y gastroenteritis de presunto origen infeccioso,51,27,24,13,A09
Jalapa,"Disparo de otras armas de fuego, y las no especificadas",48,41,7,13,W34
Jalapa,Exposición a factores no especificados,46,43,3,13,X59
Jalapa,Tumor maligno del estómago,45,23,22,13,C16
Jalapa,Insuficiencia cardíaca,44,22,22,13,I50
Jalapa,Otras enfermedades pulmonares obstructivas crónicas,44,23,21,13,J44
Jalapa,Fibrosis y cirrosis del hígado,32,18,14,13,K74
Jalapa,Insuficiencia renal crónica,29,20,9,13,N18
Jalapa,Tumor maligno del hígado y de las vías biliares intrahepáticas,27,8,19,13,C22
Jalapa,Úlcera gástrica,24,9,15,13,K25
Jalapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",73,36,37,13,R00 - R99
Jalapa,Otras causas,560,306,254,13,Otras causas
Jutiapa,Todas las causas,2608,1520,1088,13,Todas las causas
Jutiapa,Infarto agudo del miocardio,357,209,148,13,I21
Jutiapa,"Agresión con disparo de otras armas de fuego, y las no especificadas",218,189,29,13,X95
Jutiapa,"Diabetes mellitus, no especificada",150,54,96,13,E14
Jutiapa,"Neumonía, organismo no especificado",125,59,66,13,J18
Jutiapa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",124,57,67,13,I64
Jutiapa,Insuficiencia cardíaca,108,53,55,13,I50
Jutiapa,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",83,72,11,13,V89
Jutiapa,Tumor maligno del estómago,74,42,32,13,C16
Jutiapa,Exposición a factores no especificados,68,55,13,13,X59
Jutiapa,Otras enfermedades cerebrovasculares,61,28,33,13,I67
Jutiapa,Insuficiencia renal crónica,59,30,29,13,N18
Jutiapa,Fibrosis y cirrosis del hígado,52,38,14,13,K74
Jutiapa,Diabetes mellitus no insulinodependiente,51,19,32,13,E11
Jutiapa,Tumor maligno del hígado y de las vías biliares intrahepáticas,41,19,22,13,C22
Jutiapa,Hipertensión esencial (primaria),41,20,21,13,I10
Jutiapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",84,45,39,13,R00 - R99
Jutiapa,Otras causas,912,531,381,13,Otras causas
Extranjero,Todas las causas,129,87,42,13,Todas las causas
Extranjero,"Agresión con disparo de otras armas de fuego, y las no especificadas",22,19,3,13,X95
Extranjero,Exposición a factores no especificados,18,16,2,13,X59
Extranjero,"Disparo de otras armas de fuego, y las no especificadas",10,7,3,13,W34
Extranjero,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",9,7,2,13,V89
Extranjero,Infarto agudo del miocardio,5,4,1,13,I21
Extranjero,"Diabetes mellitus, no especificada",4,1,3,13,E14
Extranjero,Agresión con objeto cortante,4,2,2,13,X99
Extranjero,Edema pulmonar,3,1,2,13,J81
Extranjero,"Envenenamiento accidental por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados",3,0,3,13,X49
Extranjero,"Agresión por ahorcamiento, estrangulamiento y sofocación",3,2,1,13,X91
Extranjero,"Enfermedad por virus de la inmunodeficiencia humana [VIH], sin otra especificación",2,2,0,13,B24
Extranjero,Tumor maligno del hígado y de las vías biliares intrahepáticas,2,1,1,13,C22
Extranjero,Fibrosis y cirrosis del hígado,2,1,1,13,K74
Extranjero,Ahogamiento y sumersión no especificados,2,2,0,13,W74
Extranjero,Agresión por medios no especificados,2,1,1,13,Y09
Extranjero,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",4,2,2,13,R00 - R99
Extranjero,Otras causas,34,19,15,13,Otras causas
Ignorado,Todas las causas,6663,3933,2730,13,Todas las causas
Ignorado,"Neumonía, organismo no especificado",1397,751,646,13,J18
Ignorado,Diarrea y gastroenteritis de presunto origen infeccioso,564,290,274,13,A09
Ignorado,"Agresión con disparo de otras armas de fuego, y las no especificadas",318,273,45,13,X95
Ignorado,Exposición a factores no especificados,288,222,66,13,X59
Ignorado,Dificultad respiratoria del recién nacido,222,132,90,13,P22
Ignorado,Sepsis bacteriana del recién nacido,221,131,90,13,P36
Ignorado,Neumonía congénita,188,103,85,13,P23
Ignorado,Síndromes de aspiración neonatal,177,90,87,13,P24
Ignorado,Otras septicemias,132,78,54,13,A41
Ignorado,Otras malformaciones congénitas del corazón,119,62,57,13,Q24
Ignorado,"Otras malformaciones congénitas, no clasificadas en otra parte",119,57,62,13,Q89
Ignorado,"Desnutrición proteicocalórica, no especificada",101,53,48,13,E46
Ignorado,Asfixia del nacimiento,94,58,36,13,P21
Ignorado,Obstrucción no especificada de la respiración,89,55,34,13,W84
Ignorado,"Disparo de otras armas de fuego, y las no especificadas",84,70,14,13,W34
Ignorado,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",473,279,194,13,R00 - R99
Ignorado,Otras causas,2077,1229,848,13,Otras causas
Todos los departamentos,Todas las causas,77807,43810,33997,14,Todas las causas
Todos los departamentos,"Neumonía, organismo no especificado",6898,3649,3249,14,J18
Todos los departamentos,Infarto agudo del miocardio,5432,2917,2515,14,I21
Todos los departamentos,"Diabetes mellitus, no especificada",4349,1811,2538,14,E14
Todos los departamentos,"Agresión con disparo de otras armas de fuego, y las no especificadas",3397,3005,392,14,X95
Todos los departamentos,Exposición a factores no especificados,2909,2330,579,14,X59
Todos los departamentos,Fibrosis y cirrosis del hígado,2159,1392,767,14,K74
Todos los departamentos,Diarrea y gastroenteritis de presunto origen infeccioso,2156,1142,1014,14,A09
Todos los departamentos,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",1952,987,965,14,I64
Todos los departamentos,Diabetes mellitus no insulinodependiente,1505,593,912,14,E11
Todos los departamentos,Insuficiencia cardíaca,1501,693,808,14,I50
Todos los departamentos,Tumor maligno del estómago,1426,617,809,14,C16
Todos los departamentos,Tumor maligno del hígado y de las vías biliares intrahepáticas,1337,589,748,14,C22
Todos los departamentos,Insuficiencia renal crónica,1270,714,556,14,N18
Todos los departamentos,"Desnutrición proteicocalórica, no especificada",1255,574,681,14,E46
Todos los departamentos,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",1247,1030,217,14,V89
Todos los departamentos,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",5010,2533,2477,14,R00 - R99
Todos los departamentos,Otras causas,34004,19234,14770,14,Otras causas
Guatemala,Todas las causas,18123,9920,8203,14,Todas las causas
Guatemala,"Diabetes mellitus, no especificada",1284,559,725,14,E14
Guatemala,Infarto agudo del miocardio,1284,636,648,14,I21
Guatemala,"Agresión con disparo de otras armas de fuego, y las no especificadas",1115,963,152,14,X95
Guatemala,Exposición a factores no especificados,800,627,173,14,X59
Guatemala,"Neumonía, organismo no especificado",709,352,357,14,J18
Guatemala,Fibrosis y cirrosis del hígado,690,469,221,14,K74
Guatemala,Diabetes mellitus no insulinodependiente,467,195,272,14,E11
Guatemala,Insuficiencia renal crónica,379,193,186,14,N18
Guatemala,Tumor maligno del hígado y de las vías biliares intrahepáticas,349,160,189,14,C22
Guatemala,"Desnutrición proteicocalórica, no especificada",336,137,199,14,E46
Guatemala,"Disparo de otras armas de fuego, y las no especificadas",330,287,43,14,W34
Guatemala,Insuficiencia cardíaca,315,128,187,14,I50
Guatemala,Tumor maligno del estómago,298,125,173,14,C16
Guatemala,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",298,154,144,14,I64
Guatemala,Otras septicemias,296,134,162,14,A41
Guatemala,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",1164,524,640,14,R00 - R99
Guatemala,Otras causas,8009,4277,3732,14,Otras causas
El Progreso,Todas las causas,1004,565,439,14,Todas las causas
El Progreso,Infarto agudo del miocardio,179,94,85,14,I21
El Progreso,"Diabetes mellitus, no especificada",70,25,45,14,E14
El Progreso,"Agresión con disparo de otras armas de fuego, y las no especificadas",51,45,6,14,X95
El Progreso,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",50,30,20,14,I64
El Progreso,"Neumonía, organismo no especificado",44,26,18,14,J18
El Progreso,Tumor maligno del estómago,29,12,17,14,C16
El Progreso,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",29,23,6,14,V89
El Progreso,Tumor maligno del hígado y de las vías biliares intrahepáticas,28,16,12,14,C22
El Progreso,Exposición a factores no especificados,27,24,3,14,X59
El Progreso,Diabetes mellitus no insulinodependiente,21,3,18,14,E11
El Progreso,Otras enfermedades pulmonares obstructivas crónicas,21,10,11,14,J44
El Progreso,Fibrosis y cirrosis del hígado,18,16,2,14,K74
El Progreso,Insuficiencia renal crónica,16,9,7,14,N18
El Progreso,Otras enfermedades cerebrovasculares,15,7,8,14,I67
El Progreso,Otras septicemias,13,6,7,14,A41
El Progreso,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",24,15,9,14,R00 - R99
El Progreso,Otras causas,369,204,165,14,Otras causas
Sacatepequez,Todas las causas,1546,875,671,14,Todas las causas
Sacatepequez,"Neumonía, organismo no especificado",143,74,69,14,J18
Sacatepequez,"Diabetes mellitus, no especificada",116,49,67,14,E14
Sacatepequez,Infarto agudo del miocardio,84,46,38,14,I21
Sacatepequez,Exposición a factores no especificados,82,65,17,14,X59
Sacatepequez,Diabetes mellitus no insulinodependiente,72,32,40,14,E11
Sacatepequez,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",55,30,25,14,I64
Sacatepequez,Enfermedad alcohólica del hígado,53,43,10,14,K70
Sacatepequez,Fibrosis y cirrosis del hígado,45,30,15,14,K74
Sacatepequez,"Desnutrición proteicocalórica, no especificada",42,18,24,14,E46
Sacatepequez,Tumor maligno del estómago,35,15,20,14,C16
Sacatepequez,Tumor maligno del hígado y de las vías biliares intrahepáticas,33,8,25,14,C22
Sacatepequez,"Agresión con disparo de otras armas de fuego, y las no especificadas",27,25,2,14,X95
Sacatepequez,Trastornos mentales y del comportamiento debidos al uso de alcohol,21,21,0,14,F10
Sacatepequez,Hipertensión esencial (primaria),21,9,12,14,I10
Sacatepequez,Insuficiencia cardíaca,21,9,12,14,I50
Sacatepequez,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",86,44,42,14,R00 - R99
Sacatepequez,Otras causas,610,357,253,14,Otras causas
Chimaltenango,Todas las causas,2642,1483,1159,14,Todas las causas
Chimaltenango,"Neumonía, organismo no especificado",314,167,147,14,J18
Chimaltenango,Infarto agudo del miocardio,172,86,86,14,I21
Chimaltenango,"Diabetes mellitus, no especificada",151,54,97,14,E14
Chimaltenango,Enfermedad alcohólica del hígado,99,86,13,14,K70
Chimaltenango,Exposición a factores no especificados,99,87,12,14,X59
Chimaltenango,Insuficiencia cardíaca,98,35,63,14,I50
Chimaltenango,Fibrosis y cirrosis del hígado,90,52,38,14,K74
Chimaltenango,Tumor maligno del estómago,71,27,44,14,C16
Chimaltenango,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",69,41,28,14,I64
Chimaltenango,Otras enfermedades pulmonares obstructivas crónicas,69,39,30,14,J44
Chimaltenango,Diabetes mellitus no insulinodependiente,58,24,34,14,E11
Chimaltenango,"Agresión con disparo de otras armas de fuego, y las no especificadas",57,46,11,14,X95
Chimaltenango,Tumor maligno del hígado y de las vías biliares intrahepáticas,55,27,28,14,C22
Chimaltenango,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",50,44,6,14,V89
Chimaltenango,Insuficiencia renal crónica,46,22,24,14,N18
Chimaltenango,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",98,63,35,14,R00 - R99
Chimaltenango,Otras causas,1046,583,463,14,Otras causas
Escuintla,Todas las causas,4245,2545,1700,14,Todas las causas
Escuintla,"Agresión con disparo de otras armas de fuego, y las no especificadas",339,302,37,14,X95
Escuintla,Infarto agudo del miocardio,309,165,144,14,I21
Escuintla,"Diabetes mellitus, no especificada",298,121,177,14,E14
Escuintla,"Neumonía, organismo no especificado",226,132,94,14,J18
